# ----------------------------------------
# סקירה כללית של היעד "ניתוח התנועה באתר או באפליקציה"
# חשבון: shukway
# נכס: shukway web
# ----------------------------------------
#  
# תאריך התחלה: 20260319
# תאריך סיום: 20260616
משתמשים שביצעו גלילה,פעילויות באתר,משתמשים חוזרים,ביקורים ראשונים
2386,5059,603,3084

#  
# תאריך התחלה: 20260319
# תאריך סיום: 20260616
מזהה מדינה,משתמשים פעילים
"Hanyon Shukniyon — Parking, Agrippas 90 | Mahane Yehuda Market | ShukWAY",1
"Hava Etz Chaim — Bakery, ETs Haim 10 | Mahane Yehuda Market | ShukWAY",1
Health & Beauty בשוק מחנה יהודה | ShukWay,1
Hellman Bakery — Bakery | Mahane Yehuda Market | ShukWAY,1
"Hugo Bar — Drinks Bar, Hashezif 13 | Mahane Yehuda Market | ShukWAY",1
Hummus Ha’agas 1 — Hummus | Mahane Yehuda Market | ShukWAY,1
"Itlis David On — Fresh Meat, Machane Yehuda 8 | Mahane Yehuda Market | ShukWAY",1
Ivgi — Deli | Mahane Yehuda Market | ShukWAY,1
"Jerusalem Shawarma — Shawarma, Agrippas 101 | Mahane Yehuda Market |…",1
Joseph — Burger | Mahane Yehuda Market | ShukWAY,1
Katzefet — Ice Cream | Mahane Yehuda Market | ShukWAY,1
Khachapuri בשוק מחנה יהודה | ShukWay,1
"Kippah men — Kippot, Mahane Yehuda 26 | Mahane Yehuda Market | ShukWAY",1
Levi Brothers Falafel — Falafel | Mahane Yehuda Market |…,1
Magic Ice — Ice Cream | Mahane Yehuda Market | ShukWAY,1
"Magic Ice — Ice Cream, Etz Chaim 30 | Mahane Yehuda Market | ShukWAY",1
Magnetic Knife Holder 55Cm Wall Mounted Knife Rack Strong Magnetic Knife Organizer Strip | TRENDVAULT,1
Magnetic Knife Holder 55Cm Wall Mounted Knife Rack Strong Magnetic Knife Organizer Strip | TrendVault,1
Mamlechet HaChalva Etz Chaim 46 — Halva & Tahini Shop |…,1
Marché et achats בשוק מחנה יהודה | ShukWay,1
"Meat time — Steakhouse, Haarmonim 2 A | Mahane Yehuda Market | ShukWAY",1
Menphis — Sandwiches | Mahane Yehuda Market | ShukWAY,1
Mizrachi Fruits & Vegetables — Fruits & Vegetables |…,1
Murdoch — Traditional Home Cooking | Mahane Yehuda Market…,1
Museri — Hookah & Smoking | Mahane Yehuda Market | ShukWAY,1
"Museri — Hookah & Smoking, Ets Chaim 77 | Mahane Yehuda Market | ShukWAY",1
Naarri Hamarvad — Shawarma | Mahane Yehuda Market | ShukWAY,1
Nehemiah Brothers Beverages — Wine & Alcohol Shop | Mahane…,1
New Rain Cloud Humidifier Aromatherapy Machine Air Humidifier Ultrasonic Aroma Diffuser | TRENDVAULT,1
Night Food Festival | ShukWay,1
"Orbon — Coffee and Pastries, 5 Shikma | Machane Yehuda Market | ShukWAY",1
Parkings בשוק מחנה יהודה | ShukWay,1
"Pasta Basta — Dairy Restaurant, Hatut 6 | Mahane Yehuda Market |…",1
"Paz — Ice Cream, Mahane Yehuda 26 | Mahane Yehuda Market | ShukWAY",1
Picchini — Pizza | Mahane Yehuda Market | ShukWAY,1
Pizza Bomba — Pizza | Mahane Yehuda Market | ShukWAY,1
"Pizza Bomba — Pizza, Agrippas 97 | Mahane Yehuda Market | ShukWAY",1
Pizza בשוק מחנה יהודה | ShukWay,1
"Quesadillas Assencio — Mexican Food, Agrippas 111 | Mahane Yehuda Market…",1
Rachmo — Traditional Home Cooking | Mahane Yehuda Market |…,1
"Rak BeSmachot — Supermarket, Mahane Yehuda 24 | Mahane Yehuda Market | ShukWAY",1
Rami Levy in the market — Supermarket | Mahane Yehuda…,1
Ras El Chanut — Spices | Mahane Yehuda Market | ShukWAY,1
Rimon_Etz_Chaim_87 — Fruits | Mahane Yehuda Market | ShukWAY,1
Roosters — Coffee Roastery | Mahane Yehuda Market | ShukWAY,1
Rozmarin Etz Chaim 14 — Spices | Mahane Yehuda Market |…,1
Saba Israel — Kippot | Mahane Yehuda Market | ShukWAY,1
"Saba Israel — Kippot, Agrippas 67 | Mahane Yehuda Market | ShukWAY",1
Santé et beauté בשוק מחנה יהודה | ShukWay,1
Sasson Mordechai Fruits and Vegetables — Fruits &…,1
Schuti Bashuk — Juice Bar | Mahane Yehuda Market | ShukWAY,1
"Shmuel Cohen Jewelry — Gold and Diamond Jewelry, Agrippas 78 | Mahane Yehuda Market |…",1
Sima — Steakhouse | Mahane Yehuda Market | ShukWAY,1
"Smokey — Hookah & Smoking, Agrippas 111 | Mahane Yehuda Market | ShukWAY",1
Smoking Products בשוק מחנה יהודה | ShukWay,1
Spices בשוק מחנה יהודה | ShukWay,1
Sushi בשוק מחנה יהודה | ShukWay,1
Tallitot & Tefillin בשוק מחנה יהודה | ShukWay,1
"Tea House — Tea Shop, Etz Chaim 71 | Mahane Yehuda Market | ShukWAY",1
"Teller Etz Chaim — Bakery, Etz Chaim 16 | Mahane Yehuda Market | ShukWAY",1
Terms of service,1
Test Route Updated | ShukWay,1
The Kitchen Grill Jerusalem Market — Skewers | Mahane…,1
"The Natural Choice — Bakery, Agrippas 111 | Mahane Yehuda Market | ShukWAY",1
"The Pearl of Jerusalem — Drinks Bar, Eliyahu Yaakov Banai 7 | Mahane Yehuda Market…",1
Tous les mobiles | שוק מחנה יהודה | ShukWAY,1
Transport & Parking בשוק מחנה יהודה | ShukWay,1
"Wine Bar — Wine Bar, Haeshkol 3 | Mahane Yehuda Market | ShukWAY",1
Ya'ar Hacacau — Chocolate | Mahane Yehuda Market | ShukWAY,1
"Ya'ar Hacacau — Chocolate, Ets Chaim 60 | Mahane Yehuda Market | ShukWAY",1
Yehudit — Steakhouse | Mahane Yehuda Market | ShukWAY,1
"Zada Machneyuda — Housewares, Jaffa 96 | Mahane Yehuda Market |…",1
gtm-msr,1
"marzipan — Patisserie, Agrippas 46 | Mahane Yehuda Market | ShukWAY",1
Еда и напитки בשוק מחנה יהודה | ShukWay,1
Общественные удобства בשוק מחנה יהודה | ShukWay,1
Пекарни и кондитерские בשוק מחנה יהודה | ShukWay,1
Рестораны בשוק מחנה יהודה | ShukWay,1
Свежее мясо בשוק מחנה יהודה | ShukWay,1
Традиционная домашняя кухня בשוק מחנה יהודה | ShukWay,1
א.ד.מ תכשיטים — תכשיטי זהב ויהלומים | שוק מחנה יהודה |…,1
אברהם לוי | שוק מחנה יהודה | ShukWAY,1
"אברהם לוי — פירות, עץ חיים 57 | שוק מחנה יהודה | ShukWAY",1
אהרלה | שוק מחנה יהודה | ShukWAY,1
אוכל אמריקאי בשוק מחנה יהודה | ShukWay,1
אוכל ביתי מסורתי בשוק מחנה יהודה | ShukWay,1
אוכל הודי בשוק מחנה יהודה | ShukWay,1
אוכל מקסיקני בשוק מחנה יהודה | ShukWay,1
אול מובייל ראשי | שוק מחנה יהודה | ShukWAY,1
אול מובייל ראשי — חנות סלולר | שוק מחנה יהודה | ShukWAY,1
"אופן חשמלי — אופניים חשמליים, יפו 74 | שוק מחנה יהודה | ShukWAY",1
"אטליז שלמה מגזימוף — בשר טרי, האשכול 5 | שוק מחנה יהודה | ShukWAY",1
איבגי — מעדנייה | שוק מחנה יהודה | ShukWAY,1
"איטליז התאומים מגזימוף — בשר טרי, מחנה יהודה 15 בסמטה | שוק מחנה יהודה | ShukWAY",1
איטליז רפאל — בשר טרי | שוק מחנה יהודה | ShukWAY,1
"אייפון זול — חנות סלולר, שמואל ברוך 13 | שוק מחנה יהודה | ShukWAY",1
אלוף החמוצים — חמוצים וסלטים | שוק מחנה יהודה | ShukWAY,1
"אלקטרו מגדל — טמבורייה, אגריפס 107 | שוק מחנה יהודה | ShukWAY",1
אמנון משה — ירקות | שוק מחנה יהודה | ShukWAY,1
אנימל פוד | שוק מחנה יהודה | ShukWAY,1
אפרים ביבי — פירות וירקות מעורב | שוק מחנה יהודה | ShukWAY,1
"אתיופיה חנות תבלינים — תבלינים אתיופיים, האפרסק 9 | שוק מחנה יהודה |…",1
באבי | שוק מחנה יהודה | ShukWAY,1
בדיקה שלומי | שוק מחנה יהודה | ShukWAY,1
"בוטיק סנטרל — קונדיטוריה, אגריפס 64 | שוק מחנה יהודה | ShukWAY",1
בורקס בשוק מחנה יהודה | ShukWay,1
"בזאר א א — כלי בית, יפו 121 | שוק מחנה יהודה | ShukWAY",1
בזאר מאיר — בגדים במחירי שוק | שוק מחנה יהודה | ShukWAY,1
"בזאר מאיר — בגדים במחירי שוק, יפו 139 | שוק מחנה יהודה | ShukWAY",1
בירבזאר | שוק מחנה יהודה | ShukWAY,1
בירבזאר — בר שתייה | שוק מחנה יהודה | ShukWAY,1
בית הכנסת בית זבול — בית כנסת | שוק מחנה יהודה | ShukWAY,1
"בית הכנסת בית זבול — בית כנסת, האגוז 20 | שוק מחנה יהודה | ShukWAY",1
בית טבע הדסא — חנות טבע | שוק מחנה יהודה | ShukWAY,1
"בן ציון א. כהן — צעצועים, יפו 82 | שוק מחנה יהודה | ShukWAY",1
בקלאווה בשוק מחנה יהודה | ShukWay,1
בר בכר | שוק מחנה יהודה | ShukWAY,1
ברברה | שוק מחנה יהודה | ShukWAY,1
ברברי — בר שתייה | שוק מחנה יהודה | ShukWAY,1
"ברכת קטיף — ירקות, עץ חיים 6 | שוק מחנה יהודה | ShukWAY",1
"גלולס — מאפייה, מחנה יהודה 29 | שוק מחנה יהודה | ShukWAY",1
"ג׳ינג׳י — בגדי גברים, מחנה יהודה 12 | שוק מחנה יהודה | ShukWAY",1
דובשנית | שוק מחנה יהודה | ShukWAY,1
"דוד דגים — דגים טריים, השקד 15 | שוק מחנה יהודה | ShukWAY",1
דוויני פיתה בר — פיתה ובשר | שוק מחנה יהודה | ShukWAY,1
"דסטורי — פיצוחים ופירות יבשים, מחנה יהודה 28 | שוק מחנה יהודה | ShukWAY",1
"דפוס חי — דפוס, יפו 80 | שוק מחנה יהודה | ShukWAY",1
הגלגל של שרדר | שוק מחנה יהודה | ShukWAY,1
"הטחונה של שחר — תבלינים, אגריפס 69 | שוק מחנה יהודה | ShukWAY",1
"היזדי — תבלינים, האפרסק 12 | שוק מחנה יהודה | ShukWAY",1
"היזדי — תבלינים, עץ חיים 48 | שוק מחנה יהודה | ShukWAY",1
"המתוקים של ארז — ממתקים, אגריפס 62 | שוק מחנה יהודה | ShukWAY",1
הפריקסה של חיים — פריקסה | שוק מחנה יהודה | ShukWAY,1
השמן — שווארמה | שוק מחנה יהודה | ShukWAY,1
חולצות הכרמל — הדפסה על טקסטיל | שוק מחנה יהודה | ShukWAY,1
"חומוס אליהו — חומוס, השזיף 4 | שוק מחנה יהודה | ShukWAY",1
"חיים דגים — דגים טריים, התות 4 | שוק מחנה יהודה | ShukWAY",1
חכמת הבורקס מחיפה | שוק מחנה יהודה | ShukWAY,1
חלאתי | שוק מחנה יהודה | ShukWAY,1
חמסה — תכשיטים בעבודת יד | שוק מחנה יהודה | ShukWAY,1
"חמסה — תכשיטים בעבודת יד, מחנה יהודה 45 | שוק מחנה יהודה | ShukWAY",1
"חצות — מסעדת בשרים, אגריפס 123 | שוק מחנה יהודה | ShukWAY",1
חצ׳אפוריה | שוק מחנה יהודה | ShukWAY,1
טאפ אנד טייל — בר אוכל | שוק מחנה יהודה | ShukWAY,1
"טאפ אנד טייל — בר אוכל, עץ חיים 6 | שוק מחנה יהודה | ShukWAY",1
טוקיו | שוק מחנה יהודה | ShukWAY,1
טוקיו — מסעדה אסייתית | שוק מחנה יהודה | ShukWAY,1
טליתות ותפילין בשוק מחנה יהודה | ShukWay,1
"טלר חנות מפעל — מאפייה, אגריפס 74 | שוק מחנה יהודה | ShukWAY",1
טעמי השוק — סיור קולינרי | ShukWay,1
טקורו אנבסה | שוק מחנה יהודה | ShukWAY,1
טקסטיל לבית בשוק מחנה יהודה | ShukWay,1
"יהודית — מסעדת בשרים, הערמונים 5 | שוק מחנה יהודה | ShukWAY",1
"יוסף ענף אזור — תשמישי קדושה, יפו 94 | שוק מחנה יהודה | ShukWAY",1
יעקב כהן ובניו — פירות וירקות מעורב | שוק מחנה יהודה |…,1
יער הקקאו — שוקולד | שוק מחנה יהודה | ShukWAY,1
ירקות בשוק מחנה יהודה | ShukWay,1
כיפות בשוק מחנה יהודה | ShukWay,1
כנאפה בשרית בשוק מחנה יהודה | ShukWay,1
לוטו — לוטו | שוק מחנה יהודה | ShukWAY,1
מאפיית חבה — מאפייה | שוק מחנה יהודה | ShukWAY,1
מגדנית פאר — מאפייה | שוק מחנה יהודה | ShukWAY,1
"מגדנית פאר — מאפייה, עץ חיים 33 | שוק מחנה יהודה | ShukWAY",1
מוסלין — גלידה | שוק מחנה יהודה | ShukWAY,1
"מוסקט — תכשיטים בעבודת יד, האגוז 14 | שוק מחנה יהודה | ShukWAY",1
מורדוך — אוכל ביתי מסורתי | שוק מחנה יהודה | ShukWAY,1
"מיט צ׳ויס — בשר טרי, אגריפס 88 | שוק מחנה יהודה | ShukWAY",1
ממלכת החלבה — חלבה וטחינה חנות | שוק מחנה יהודה | ShukWAY,1
"ממתקי אזובל — ממתקים, אליהו יעקב בנאי 4 | שוק מחנה יהודה | ShukWAY",1
ממתקי דודו — ממתקים | שוק מחנה יהודה | ShukWAY,1
ממתקי עמי חיים | שוק מחנה יהודה | ShukWAY,1
מסעדת הקצבים | שוק מחנה יהודה | ShukWAY,1
מספרה בשוק מחנה יהודה | ShukWay,1
מעדני אורי ובניו — מעדנייה | שוק מחנה יהודה | ShukWAY,1
מעדנים האחים אליהו — פיצוחים ופירות יבשים | שוק מחנה יהודה…,1
"מראה חדש — בגדי נשים, אגריפס 78 | שוק מחנה יהודה | ShukWAY",1
"מרכז הבמבוק — במבוק וקש, שמואל ברוך 19 | שוק מחנה יהודה | ShukWAY",1
"משה במשק — מעדנייה, התפוח 4 | שוק מחנה יהודה | ShukWAY",1
"משכן התכלת — תשמישי קדושה, אגריפס 105 | שוק מחנה יהודה | ShukWAY",1
"משכן התכלת — תשמישי קדושה, יפו 100 | שוק מחנה יהודה | ShukWAY",1
"משקאות אגריפס — חנות יין ואלכוהול, אגריפס 44 | שוק מחנה יהודה | ShukWAY",1
מתוקים מסורתיים בשוק מחנה יהודה | ShukWay,1
נעלי יום טוב — נעליים כללי | שוק מחנה יהודה | ShukWAY,1
"נעלי יום טוב — נעליים כללי, מחנה יהודה 43 | שוק מחנה יהודה | ShukWAY",1
"נערי המרבד — שווארמה, יפו 121 | שוק מחנה יהודה | ShukWAY",1
סבא ישראל — כיפות | שוק מחנה יהודה | ShukWAY,1
"עוז דגים — דגים טריים, עץ חיים 67 | שוק מחנה יהודה | ShukWAY",1
עולם הטבע | שוק מחנה יהודה | ShukWAY,1
עולם הטבע — חנות טבע | שוק מחנה יהודה | ShukWAY,1
פיינגולד — לחמים | שוק מחנה יהודה | ShukWAY,1
"פיצה בומבה — פיצה, אגריפס 97 | שוק מחנה יהודה | ShukWAY",1
פיצוחי יעקובי — פיצוחים ופירות יבשים | שוק מחנה יהודה |…,1
פיצוחי עמדי — פיצוחים ופירות יבשים | שוק מחנה יהודה |…,1
"פיצוחי עץ חיים — פיצוחים ופירות יבשים, עץ חיים 4 | שוק מחנה יהודה |…",1
פירות בשוק מחנה יהודה | ShukWay,1
"פירות וירקות מזרחי — פירות וירקות מעורב, החרוב 10 | שוק מחנה יהודה |…",1
פירות וירקות שוק מחנה יהודה — פירות וירקות מעורב | שוק…,1
פיש אנד ציפס — פיש אנד ציפס | שוק מחנה יהודה | ShukWAY,1
פיתה בשר — פיתה ובשר | שוק מחנה יהודה | ShukWAY,1
פלאפל האחים לוי — פלאפל | שוק מחנה יהודה | ShukWAY,1
"פלורה — פיצה, הדקל 2 | שוק מחנה יהודה | ShukWAY",1
פרחי לכיש — פרחים | שוק מחנה יהודה | ShukWAY,1
פריקסה בשוק מחנה יהודה | ShukWay,1
צחי דגים — דגים טריים | שוק מחנה יהודה | ShukWAY,1
"קפה ליון — קפה ומאפים, יפו 119 | שוק מחנה יהודה | ShukWAY",1
קפוצ׳ינו בשוק — גלידה | שוק מחנה יהודה | ShukWAY,1
קרייב | שוק מחנה יהודה | ShukWAY,1
"קרייב — אוכל מקסיקני, השקמה 1 | שוק מחנה יהודה | ShukWAY",1
ראס אל חנות — תבלינים | שוק מחנה יהודה | ShukWAY,1
"רוז יין ומשקאות — חנות יין ואלכוהול, שמואל ברוך 19 | שוק מחנה יהודה |…",1
"רוזמרין — תבלינים, עץ חיים 44 | שוק מחנה יהודה | ShukWAY",1
"רוכבים — אופניים חשמליים, שמואל ברוך 19 | שוק מחנה יהודה | ShukWAY",1
"רחמו — אוכל ביתי מסורתי, האשכול 5 | שוק מחנה יהודה | ShukWAY",1
רישום עסק - שלב 2 | ShukWay,1
"רקפה — בית קלייה, עץ חיים 34 | שוק מחנה יהודה | ShukWAY",1
שבי מרקט — סופרמרקט | שוק מחנה יהודה | ShukWAY,1
שוקולד בשוק מחנה יהודה | ShukWay,1
שירותים ציבוריים — פניה הראשונה שמאלה מהשוק הסגור עם מגיעים מרחוב יפו | שוק מחנה יהודה | ShukWAY,1
תבליני בן יוסף דוד — תבלינים | שוק מחנה יהודה | ShukWAY,1
תוצרת הארץ — פיצוחים ופירות יבשים | שוק מחנה יהודה | ShukWAY,1
תכלת ארט — אומנות ועבודת יד | שוק מחנה יהודה | ShukWAY,1
"תכשיטי מורלי — תכשיטי זהב ויהלומים, יפו 84 | שוק מחנה יהודה |…",1
"תפנוקי עדן — בגדים במחירי שוק, אגריפס 71 | שוק מחנה יהודה | ShukWAY",1
תשמישי קדושה בשוק מחנה יהודה | ShukWay,1

#  
# תאריך התחלה: 20260319
# תאריך סיום: 20260616
יום N,משתמשים פעילים ביום/משתמשים פעילים בחודש,משתמשים פעילים ביום/משתמשים פעילים בשבוע,משתמשים פעילים בשבוע/משתמשים פעילים בחודש
0000,0.1320754716981132,0.2153846153846154,0.6132075471698113
0001,0.09401709401709402,0.18032786885245902,0.5213675213675214
0002,0.017094017094017096,0.03571428571428571,0.47863247863247865
0003,0.15555555555555556,0.3333333333333333,0.4666666666666667
0004,0.10884353741496598,0.22535211267605634,0.48299319727891155
0005,0.10493827160493827,0.22077922077922077,0.47530864197530864
0006,0.047337278106508875,0.10126582278481013,0.46745562130177515
0007,0.045454545454545456,0.10666666666666667,0.42613636363636365
0008,0.03825136612021858,0.09722222222222222,0.39344262295081966
0009,0.12077294685990338,0.2631578947368421,0.45893719806763283
0010,0.06422018348623854,0.1590909090909091,0.4036697247706422
0011,0.06866952789699571,0.17777777777777778,0.38626609442060084
0012,0.04564315352697095,0.13414634146341464,0.34024896265560167
0013,0.02834008097165992,0.08641975308641975,0.32793522267206476
0014,0.004032258064516129,0.013333333333333334,0.3024193548387097
0015,0.05725190839694656,0.18292682926829268,0.31297709923664124
0016,0.02247191011235955,0.09230769230769231,0.24344569288389514
0017,0.018656716417910446,0.09090909090909091,0.20522388059701493
0018,0.007407407407407408,0.046511627906976744,0.15925925925925927
0019,0.13355048859934854,0.5774647887323944,0.23127035830618892
0020,0.04075235109717868,0.16666666666666666,0.2445141065830721
0021,0.14285714285714285,0.4016393442622951,0.3556851311953353
0022,0.0030211480362537764,0.009174311926605505,0.3293051359516616
0023,0,0,0.32710280373831774
0024,0.0625,0.1724137931034483,0.3625
0025,0.1239193083573487,0.2925170068027211,0.42363112391930835
0026,0.054441260744985676,0.15079365079365079,0.36103151862464183
0027,0.10904255319148937,0.2789115646258503,0.39095744680851063
0028,0.1346153846153846,0.3684210526315789,0.36538461538461536
0029,0.10526315789473684,0.24489795918367346,0.4298245614035088
0030,0.017738359201773836,0.04,0.4434589800443459
0031,0.06479481641468683,0.14084507042253522,0.46004319654427644
0032,0.06458333333333334,0.155,0.4166666666666667
0033,0.052854122621564484,0.12437810945273632,0.4249471458773784
0034,0.06485355648535565,0.164021164021164,0.39539748953974896
0035,0.07878787878787878,0.22807017543859648,0.34545454545454546
0036,0.09193245778611632,0.28488372093023256,0.3227016885553471
0037,0.01125703564727955,0.03488372093023256,0.3227016885553471
0038,0.06642728904847396,0.20441988950276244,0.3249551166965889
0039,0.040145985401459854,0.12571428571428572,0.3193430656934307
0040,0.05008944543828265,0.15217391304347827,0.3291592128801431
0041,0.054673721340388004,0.16756756756756758,0.3262786596119929
0042,0.06397306397306397,0.20320855614973263,0.3148148148148148
0043,0.11380880121396054,0.3472222222222222,0.3277693474962064
0044,0.0030349013657056147,0.009478672985781991,0.3201820940819423
0045,0.037481259370314844,0.12437810945273632,0.30134932533733133
0046,0.02654867256637168,0.08955223880597014,0.29646017699115046
0047,0.06500691562932227,0.20982142857142858,0.30982019363762103
0048,0.023066485753052916,0.07981220657276995,0.28900949796472186
0049,0.056451612903225805,0.1926605504587156,0.29301075268817206
0050,0.08635794743429287,0.32857142857142857,0.26282853566958697
0051,0.003963011889035667,0.014285714285714285,0.2774108322324967
0052,0.02340702210663199,0.08955223880597014,0.2613784135240572
0053,0.029150823827629912,0.1111111111111111,0.2623574144486692
0054,0.03007518796992481,0.13259668508287292,0.22681704260651628
0055,0.0440251572327044,0.17766497461928935,0.24779874213836478
0056,0.05378973105134474,0.22448979591836735,0.2396088019559902
0057,0.062424969987995196,0.29714285714285715,0.21008403361344538
0058,0.010178117048346057,0.0449438202247191,0.22646310432569974
0059,0.045572916666666664,0.18134715025906736,0.2513020833333333
0060,0.039440203562340966,0.15736040609137056,0.2506361323155216
0061,0.04182509505703422,0.16336633663366337,0.25602027883396705
0062,0.07766990291262135,0.28193832599118945,0.27548543689320387
0063,0.04383886255924171,0.16444444444444445,0.2665876777251185
0064,0.0036319612590799033,0.016483516483516484,0.22033898305084745
0065,0.030562347188264057,0.12437810945273632,0.24572127139364303
0066,0.25822050290135395,0.6180555555555556,0.41779497098646035
0067,0.1850362027353178,0.36741214057507987,0.503620273531778
0068,0.08593155893536121,0.16051136363636365,0.535361216730038
0069,0.08173418621179815,0.15272244355909695,0.535181236673774
0070,0.06330837304288632,0.11581569115815692,0.5466303607896529
0071,0.07761385503527903,0.13209606986899564,0.5875561257216164
0072,0.011673151750972763,0.019801980198019802,0.5894941634241245
0073,0.04133858267716536,0.08786610878661087,0.4704724409448819
0074,0.050720100187852224,0.14038128249566725,0.36130244207889795
0075,0.037492317148125384,0.11553030303030302,0.3245236631837738
0076,0.03485576923076923,0.1228813559322034,0.28365384615384615
0077,0.0490253987005316,0.18043478260869567,0.27170702894270526
0078,0.048405466970387244,0.20047169811320756,0.24145785876993167
0079,0.007510109763142692,0.03110047846889952,0.2414789139225881
0080,0.03210741389375365,0.13349514563106796,0.24051371862230006
0081,0.020114942528735632,0.09536784741144415,0.21091954022988504
0082,0.03256597417181359,0.15846994535519127,0.20550252667040989
0083,0.02498611882287618,0.1267605633802817,0.1971127151582454
0084,0.03685636856368564,0.19653179190751446,0.18753387533875338
0085,0.04029692470837752,0.2275449101796407,0.17709437963944857
0086,0.008038585209003215,0.044642857142857144,0.18006430868167203
0087,0.034060670569451834,0.18604651162790697,0.18307610431080362
0088,0.03604531410916581,0.1837270341207349,0.19618949536560248
0089,0.035478966041561075,0.17994858611825193,0.1971616827166751

#  
# תאריך התחלה: 20260319
# תאריך סיום: 20260616
שפה,משתמשים פעילים
Hebrew,1770
English,1325
French,26
Russian,12
Spanish,8
German,4
Arabic,2
Chinese,2
Dutch,1
Italian,1
Portuguese,1
Swedish,1

#  
# תאריך התחלה: 20260319
# תאריך סיום: 20260616
דף נחיתה + מחרוזת שאילתה,חשיפות אורגניות בחיפוש Google
/business/shackle,3050
/business/roladin,1445
/business/bureks-ramla,1228
/,995
/business/bentzi-fish,892
/business/arikha-sabih,868
/business/picchini,818
/business/duvshenit-mahane-yehuda,815
/business/jerusalem-kanafeh,728
/business/nona,669
/business/meat-time,649
/business/hanyon-shukniyon,644
/business/shuk-cafe,633
/business/babi,617
/business/discount-bank,497
/business/agrippas-drinks,469
/business/aka,467
/business/nehemiah-brothers-beverages,462
/business/yain-bashuk-agripas-63,456
/business/eini-parking,446
/business/hashamen,433
/categories/restaurants,420
/business/gat-akiva,411
/business/goa,404
/business/hamesameach-wine-and-alcohol,396
/business/the-pearl-of-jerusalem,373
/business/gluless,365
/business/sima,361
/business/smokey,360
/business/basher,337
/business/arais-mahane-yehuda,328
/business/bar-bachar,325
/business/english-cake,324
/business/tokyo,320
/business/nitsat-haduvdevan,317
/business/mishkan-hatechelet-yafo,308
/business/aroma-espresso-bar,301
/route/culinary-tour,295
/business/chochmat-haburekas-mechaifa,289
/business/shaul-tamarukim,284
/business/jerusalem-shawarma,273
/business/m-fridas,272
/business/rami-levy-in-the-market,246
/business/yappani,246
/business/chalati,243
/business/katzefet,242
/business/flora,238
/business/terminal-3-mahane-yehuda,236
/business/tambour,229
/business/ami-chaim-sweets,222
/business/smoke-burger,215
/business/menphis,211
/business/originals,210
/business/ish-haetrogim,205
/business/cappuccino-in-the-market,200
/business/change-agripas-52,198
/business/rafaeli-y-shapira-ltd,196
/categories/home_and_kitchen,192
/business/barbara,182
/categories/spices_and_nuts,181
/business/terminal-3-agripas,180
/business/new-deli,169
/business/etrog-agripas,168
/map,168
/business/the-kitchen-grill-jerusalem-market,166
/categories,164
/business/super-shuk,163
/business/dfus-chai,160
/business/cohen-jewelry,159
/business/adidas,154
/business/ahrala,152
/business/calderon-yafo,147
/business/david-fish,147
/business/turkish-kanafeh,147
/business/kippah-men,146
/business/wine-bar,146
/business/hadassa,142
/business/levi-brothers-falafel,141
/business/power-coffeeworks,140
/business/hakatzavim-agripas,139
/business/machne-asada,138
/business/mousseline,138
/business/duvshenit-agripas,136
/business/bashkevich,134
/business/hasaruf,134
/business/bakshi-pharmacy,132
/business/knaf,130
/business/cohen-pickles,128
/categories/health,128
/business/ivgi,127
/about,126
/routes,125
/business/meat-choice,123
/business/zol-ubegadol,123
/business/dwiny-pita-bar,121
/business/magic-ice,118
/business/fishan-chips,117
/business/patachou-boutique,116
/business/arthur,115
/business/destory,115
/business/artishuk,114
/business/maadanei-tzidkiyahu-etz-chaim-27,114
/business/rafael-butcher-shop,114
/business/anise,111
/business/olam-hateva,109
/business/joseph,108
/events,108
/business/pizza-bomba,107
/business/sason-butcher,105
/business/basta-bar,102
/business/aderet-agripas-56,101
/business/azura-mahane-yehuda,101
/business/hummus-haagas-1,101
/business/shmuel-cohen-jewelry,101
/business/all-mobile-mahane-yehuda,100
/business/mishkan-hatechelet-agripas,99
/categories/grocery_and_supermarket,99
/business/columbia-outlet,98
/business/rochvim,95
/categories/parking_lots,95
/business/atelis-shlomo-magazimov,94
/business/oz-fish,91
/business/hava-etz-chaim,90
/business/mamtakei-azubal-banai,90
/business/ben-yosef-david-spices,89
/business/halima-hativiit,89
/business/hadarya,88
/business/bisrabek,87
/business/ras-el-chanut,87
/business/amnon-moshe,86
/business/hava-mahane-yehuda-27,86
/business/yain-bashuk-etz-chaim,85
/subcategory?name=%D7%90%D7%95%D7%9B%D7%9C%20%D7%94%D7%95%D7%93%D7%99&cat=restaurants&id=30,85
/business/a-d-m-jewelry,81
/business/marzipan,81
/business/feingold,80
/business/teller-agripas,80
/business/yaakov-cohen-vebanav,79
/business/yael-jewelry,79
/business/hafrikase-shel-chaim,77
/business/quesadillas-assencio,77
/business/the-big-gingi,77
/business/paz,75
/business/burgers-bar,74
/business/machneyuda-sweets,74
/business/the-natural-choice,74
/business/etz-haim-nuts,73
/business/magdanit-paer,73
/business/babari,72
/business/optometrist-dov,72
/business/gingi,70
/business/museri,70
/business/sport-agrippas,70
/business/erezs-sweets,69
/business/super-cheap-agripas,69
/business/pitzuchei-amedi-etz-chaim,68
/business/mamlechet-hachalva-etz-chaim-46,67
/business/shavi-market,67
/business/yashar-mahane-yehuda,67
/business/crave,66
/business/infused-jlm-haluta,66
